first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Sven,Botman,0,0,8,232,3,3.1,46.8,13.0,0,36,6.4,1,0,1,0.0,44,DEF
Bruno,Guimarães Rodriguez Moura,4,6,122,2913,41,697.7,636.6,383.0,10,596,172.0,12,0,6,3.2,62,MID
Dan,Burn,1,0,99,2970,42,106.4,630.2,237.0,7,408,97.5,12,0,10,11.7,45,DEF
Martin,Dúbravka,0,0,44,900,12,0.0,220.2,0.0,2,160,22.0,5,0,0,1.4,40,GK
Anthony,Gordon,6,6,117,2195,32,746.6,531.8,641.0,9,451,191.9,9,0,2,8.0,74,MID
Lewis,Hall,0,7,102,2188,31,561.2,561.6,128.0,11,443,125.3,8,0,3,4.6,47,DEF
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Alexander,Isak,22,6,198,2488,39,525.3,998.8,1201.0,33,807,271.5,11,0,1,62.2,96,FWD
Jacob,Murphy,8,12,149,2080,28,562.4,655.4,495.0,11,553,171.1,10,0,3,18.2,53,MID
Joelinton Cássio,Apolinário de Lira,4,4,99,2394,32,389.3,469.8,465.0,11,374,132.7,10,0,10,1.1,60,MID
Lloyd,Kelly,0,1,12,299,6,29.0,80.6,20.0,0,40,12.6,0,0,2,0.1,42,DEF
Emil,Krafth,0,0,16,282,2,14.1,52.8,13.0,0,50,8.1,1,0,0,0.1,43,DEF
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Jamaal,Lascelles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Jamal,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Tino,Livramento,0,1,92,2475,37,329.6,500.6,92.0,5,407,92.3,9,0,1,9.4,46,DEF
Sean,Longstaff,0,1,33,782,11,78.4,117.0,76.0,0,128,27.3,2,0,2,0.3,44,MID
Lewis,Miley,1,0,19,242,4,30.5,79.8,43.0,1,80,15.4,0,0,0,0.0,50,MID
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK
Nick,Pope,0,0,87,2160,32,10.0,577.8,0.0,2,323,58.6,7,0,2,6.2,50,GK
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Fabian,Schär,4,1,104,2575,39,103.0,670.6,260.0,3,389,102.9,10,1,7,4.7,56,DEF
Matt,Targett,0,0,2,20,0,5.6,5.0,0.0,0,7,1.0,0,0,0,0.3,39,DEF
Sandro,Tonali,3,2,89,2265,31,355.2,448.0,247.0,7,438,105.1,10,0,5,0.8,55,MID
Kieran,Trippier,0,3,69,1182,16,357.3,292.8,30.0,8,265,68.2,6,0,1,6.1,57,DEF
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Joe,Willock,0,2,44,933,14,260.3,161.4,175.0,0,129,59.2,4,0,2,0.1,47,MID
Callum,Wilson,0,0,14,255,6,18.2,8.4,46.0,0,31,6.7,0,0,1,0.2,69,FWD
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
William,Osula,1,0,17,96,3,12.5,41.4,27.0,1,56,8.1,0,0,0,0.2,49,FWD
Eddie,Howe,0,0,83,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,9.2,15,AM
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Álex,Moreno Lopera,0,1,34,952,16,134.5,200.8,29.0,1,126,36.4,3,0,2,0.4,42,DEF
Ola,Aina,2,1,124,2644,34,233.2,534.0,75.0,15,456,84.3,12,0,2,12.4,52,DEF
Elliot,Anderson,2,6,101,2374,33,545.3,577.0,266.0,8,492,139.2,12,0,7,0.3,50,MID
Taiwo,Awoniyi,1,0,31,391,10,40.9,67.0,118.0,0,86,21.9,1,0,0,0.3,55,FWD
Willy,Boly,0,0,6,146,1,0.4,51.0,17.0,0,26,6.8,0,0,1,0.1,42,DEF
Josh,Bowler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,41,GK
Eric,da Silva Moreira,0,0,2,28,0,0.3,5.2,0.0,0,9,0.6,0,0,0,0.1,43,MID
Danilo,dos Santos de Oliveira,0,0,10,264,3,4.7,30.2,0.0,0,41,3.4,1,0,0,0.0,47,MID
Emmanuel,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD
Nicolás,Domínguez,0,1,47,1659,23,224.2,362.0,189.0,0,257,77.5,7,0,8,0.0,48,MID
Anthony,Elanga,6,9,137,2136,30,651.6,555.4,487.0,13,463,169.6,12,0,1,8.2,54,MID
Morgan,Gibbs-White,5,10,127,2453,30,696.7,563.2,550.0,12,493,181.0,12,1,8,5.9,64,MID
Callum,Hudson-Odoi,5,3,101,2150,22,654.2,436.8,401.0,7,443,148.8,11,0,2,1.4,51,MID
Alex,Mighten,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Murillo,Santiago Costa dos Santos,1,0,117,2928,41,197.7,825.0,173.0,16,493,119.7,12,0,5,5.1,48,DEF
Neco,Williams,1,2,97,2228,26,251.5,524.2,212.0,5,377,98.9,10,0,6,3.6,45,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Andrew,Omobamidele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,DEF
Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ibrahim,Sangaré,0,1,13,289,2,51.1,71.0,21.0,0,57,14.3,1,0,2,1.2,43,MID
Matz,Sels,0,1,142,3060,41,10.1,852.8,0.0,11,490,86.7,13,0,3,19.9,51,GK
Harry,Toffolo,0,0,4,135,2,4.1,40.2,6.0,0,18,5.1,0,0,1,0.1,42,DEF
Hwang,Ui-jo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,FWD
Chris,Wood,19,3,186,2598,32,263.0,788.4,799.0,39,708,185.2,15,0,1,28.4,70,FWD
Joe,Worrall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Ryan,Yates,2,2,64,1848,26,229.1,331.2,261.0,3,296,82.4,6,0,9,0.1,48,MID
Nikola,Milenković,4,2,132,2970,40,96.2,694.8,315.0,2,451,110.4,13,0,4,17.8,52,DEF
João Pedro,Ferreira Silva,3,2,49,826,16,182.7,217.8,234.0,0,204,63.7,1,0,5,0.1,59,MID
Ramón,Sosa,1,0,24,256,5,102.7,84.2,104.0,0,97,28.8,1,0,1,0.1,55,MID
Felipe,Rodrigues da Silva,0,0,36,785,11,9.4,183.2,22.0,2,123,21.7,3,0,2,0.1,45,DEF
Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Nuno Herlander,Simões Espírito Santo,0,0,61,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.3,11,AM
Aaron,Ramsdale,0,0,82,2385,62,0.1,873.4,0.0,8,263,87.5,2,0,2,1.4,44,GK
Cameron,Archer,2,0,53,1344,33,79.5,110.6,339.0,4,137,52.5,2,0,0,1.2,48,FWD
Lesley,Ugochukwu,1,1,45,1489,38,206.3,255.0,77.0,3,197,53.6,1,0,5,0.3,44,MID
Ryan,Fraser,0,0,7,303,12,26.8,35.8,13.0,0,31,6.7,0,1,0,0.0,48,MID
Samuel,Amo-Ameyaw,0,0,1,26,0,16.1,4.0,6.0,0,1,2.6,0,0,1,0.1,44,MID
Joe,Aribo,3,0,70,1903,54,288.9,361.4,242.0,7,374,89.4,1,0,1,0.1,49,MID
Adam,Armstrong,2,3,45,1246,35,143.7,154.4,262.0,2,145,56.0,2,0,4,0.5,51,FWD
Gavin,Bazunu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
